facility_id,facility_name,facility_type,ward_name,lga_name,sen_district,state_name,ownership,longitude,latitude,longitude_clean,lon_format,latitude_clean,lat_format,coord_status,duplicate_of,mif_lon,mif_lat,med_officers,nurses_midwives,chews,lab_scientists,pharm_techs,personnel_score,sen_rank,_merge,canonical_lon,canonical_lat,geometry_source,geometry_note
HF01138,Enubede Comprehensive Health Centre,Comprehensive Health Centre,Zamnuno,Sokmiri,Agbkeko North,Agbkeko State,Public,9.6847,9.144992,9.6847,plain,9.144992,plain,ok,,9.6847,9.144992,0.0,3.0,3.0,1.0,1.0,17.2,28.0,both,9.6847,9.144992,mif_consistent_with_register,
HF00364,Umunari Health Post,Health Post,Tivlana,Lokmata,Agbzatu Central,Agbzatu State,Private,6.457464,8.804419,6.457464,plain,8.804419,plain,ok,,6.457464,8.804419,0.0,2.0,2.0,0.0,0.0,6.7,61.0,both,6.457464,8.804419,mif_consistent_with_register,
HF00495,Aderiko Primary Health Centre,Primary Health Centre,Eketiyi,Agbtsiko,Tivbetu North,Tivbetu State,Private,7.837038,9.780427,7.837038,plain,9.780427,plain,ok,,7.837038,9.780427,2.0,5.0,2.0,0.0,1.0,32.7,20.0,both,7.837038,9.780427,mif_consistent_with_register,
HF00917,Loklushi Primary Health Centre,Primary Health Centre,Josmako,Banluwo,Uzojina South,Uzojina State,Public,8.71888,8.466546,8.71888,plain,8.466546,plain,ok,,8.71888,8.466546,0.0,4.0,11.0,0.0,0.0,22.4,34.0,both,8.71888,8.466546,mif_consistent_with_register,
HF00369,Malbata General Hospital,General Hospital,Okewako,Lokmata,Agbzatu Central,Agbzatu State,Public,6.618317,8.700354,6.618317,plain,8.700354,plain,ok,,6.618317,8.700354,2.0,15.0,22.0,7.0,0.0,76.4,1.0,both,6.618317,8.700354,mif_consistent_with_register,
HF00416,Adetsisa Primary Health Centre,Primary Health Centre,Adenuru,Iromashi,Agbzatu Central,Agbzatu State,Private,7.217638,8.266466,7.217638,plain,8.266466,plain,ok,,7.217638,8.266466,0.0,3.0,4.0,1.0,3.0,25.1,30.0,both,7.217638,8.266466,mif_consistent_with_register,
HF00554,Bantitu Primary Health Centre,Primary Health Centre,Hanbafa,MALBAWO-CENTRAL,Tivbetu North,Tivbetu State,Public,7.82633,9.568121,7.82633,plain,9.568121,plain,ok,,7.82633,9.568121,0.0,6.0,4.0,0.0,1.0,20.9,42.0,both,7.82633,9.568121,mif_consistent_with_register,
HF01082,Tamkefa Health Post,Health Post,Tivnuta,Ekedeta-East,Supwasa South,Supwasa State,Public,9.38925,11.643881,9.38925,plain,11.643881,plain,ok,,9.38925,11.643881,0.0,1.0,2.0,0.0,0.0,4.6,52.0,both,9.38925,11.643881,mif_consistent_with_register,
HF00748,Umujidu Comprehensive Health Centre,Comprehensive Health Centre,Bausako,Nasyotu LGA,Uzojina North,Uzojina State,Public,8.671537,7.999341,8.671537,plain,7.999341,plain,ok,,,,,,,,,,,left_only,8.671537,7.999341,register,
HF00799,Bansale Health Post,Health Post,Ngesana,Tamwata-South,Uzojina Central,Uzojina State,Public,9.780507,8.366928,9.780507,plain,8.366928,plain,ok,,9.780507,8.366928,0.0,0.0,2.0,0.0,0.0,2.6,63.0,both,9.780507,8.366928,mif_consistent_with_register,
HF01310,Irobako Primary Health Centre,Primary Health Centre,Yelwami,Zammiyi,Agbkeko South,Agbkeko State,Public,10.242446,9.928757,10.242446,plain,9.928757,plain,ok,,10.242446,9.928757,0.0,11.0,2.0,1.0,2.0,35.9,15.0,both,10.242446,9.928757,mif_consistent_with_register,
HF01316,Malduno Health Post,Health Post,Okewari,Zammiyi,Agbkeko South,Agbkeko State,Public,10.414329,10.315781,10.414329,plain,10.315781,plain,ok,,10.414329,10.315781,0.0,1.0,2.0,0.0,1.0,8.0,51.0,both,10.414329,10.315781,mif_consistent_with_register,
HF01257,Gwomiba Primary Health Centre,Primary Health Centre,Birjili,Daibama,Agbkeko Central,Agbkeko State,Private,9.434616,9.925679,9.434616,plain,9.925679,plain,ok,,9.434616,9.925679,3.0,4.0,5.0,0.0,2.0,46.0,19.0,both,9.434616,9.925679,mif_consistent_with_register,
HF00698,Agbtsiko Comprehensive Health Centre,Comprehensive Health Centre,Ekenushi,Adekowo,Tivbetu South,Tivbetu State,Public,8.546865,11.576843,8.546865,plain,11.576843,plain,ok,,8.546865,11.576843,3.0,1.0,12.0,4.0,0.0,57.1,11.0,both,8.546865,11.576843,mif_consistent_with_register,
HF00370,Baungota Primary Health Centre,Primary Health Centre,Sharama,Lokmata,Agbzatu Central,Agbzatu State,Public,6.735484,8.539168,6.735484,plain,8.539168,plain,ok,,6.735484,8.539168,0.0,0.0,3.0,1.0,2.0,14.3,50.0,both,6.735484,8.539168,mif_consistent_with_register,
HF00284,Agbwasa Comprehensive Health Centre,Comprehensive Health Centre,Daiyole,Malmaba LGA,Agbzatu North,Agbzatu State,Public,"7,772627","7,941249",7.772627,comma_decimal,7.941249,comma_decimal,ok,,,,,,,,,,,left_only,7.772627,7.941249,register,
HF00961,Lokratu General Hospital,General Hospital,Baulasa,Yobmija,Supwasa North,Supwasa State,Public,9.231796,10.251417,9.231796,plain,10.251417,plain,ok,,9.231796,10.251417,3.0,9.0,0.0,3.0,2.0,61.3,1.0,both,9.231796,10.251417,mif_consistent_with_register,
HF00717,Soknale Health Post,Health Post,Zambema,Tivrafa-West,Uzojina North,Uzojina State,Public,9.243735,7.777768,9.243735,plain,7.777768,plain,ok,,9.243735,7.777768,1.0,0.0,2.0,1.0,0.0,14.5,51.0,both,9.243735,7.777768,mif_consistent_with_register,
HF00710,Okezata Health Post,Health Post,Maldule,Tivrafa-West,Uzojina North,Uzojina State,Public,9.232631,7.726225,9.232631,plain,7.726225,plain,ok,,9.232631,7.726225,0.0,3.0,1.0,1.0,0.0,11.3,61.0,both,9.232631,7.726225,mif_consistent_with_register,
HF01058,Hanbaru Primary Health Centre,Primary Health Centre,Kadtini,Katdudu,Supwasa Central,Supwasa State,Public,10.155064,10.393141,10.155064,plain,10.393141,plain,ok,,10.155064,10.393141,2.0,9.0,7.0,2.0,1.0,55.0,18.0,both,10.155064,10.393141,mif_consistent_with_register,
HF00794,Funsasa Primary Health Centre,Primary Health Centre,Gwobako,NASSAKO-CENTRAL,Uzojina North,Uzojina State,Faith-based,8.87,7.52,8.87,plain,7.52,plain,ok,,8.869607,7.522145,2.0,1.0,6.0,0.0,1.0,29.5,26.0,both,8.869607,7.522145,mif_consistent_with_register,
HF00295,Zamjitu Health Post,Health Post,Adejisa,Supyoshi-East,Agbzatu North,Agbzatu State,Public,7.86684,7.46443,7.86684,plain,7.46443,plain,ok,,7.86684,7.46443,1.0,1.0,2.0,0.0,0.0,12.9,63.0,both,7.86684,7.46443,mif_consistent_with_register,
HF00756,Riyjima Health Post,Health Post,Banwama,Nasyotu,Uzojina North,Uzojina State,Public,9.021645,7.982298,9.021645,plain,7.982298,plain,ok,,,,,,,,,,,left_only,9.021645,7.982298,register,
HF00211,Zamlata Health Post,Health Post,Kuktsino,ADENAJA,Kukrima South,Kukrima State,Public,6.985067,10.553885,6.985067,plain,10.553885,plain,ok,,6.985067,10.553885,0.0,2.0,1.0,0.0,0.0,5.4,64.0,both,6.985067,10.553885,mif_consistent_with_register,
HF01087,Riymayi Cottage Hospital,Cottage Hospital,Baubama,Ekedeta-East,Supwasa South,Supwasa State,Public,9.617499,11.658015,9.617499,plain,11.658015,plain,ok,,9.617499,11.658015,6.0,1.0,15.0,2.0,0.0,58.8,1.0,both,9.617499,11.658015,mif_consistent_with_register,
HF01019,Adewata Primary Health Centre,Primary Health Centre,Kukngole,Funkedu,Supwasa Central,Supwasa State,Public,10.173192,11.26131,10.173192,plain,11.26131,plain,ok,,10.173192,11.26131,2.0,1.0,7.0,2.0,2.0,41.6,38.0,both,10.173192,11.26131,mif_consistent_with_register,
HF00343,Funyosa Primary Health Centre,Primary Health Centre,Bannayi,Zamkeri,Agbzatu Central,Agbzatu State,Public,6.763095,8.870277,6.763095,plain,8.870277,plain,ok,,6.763095,8.870277,0.0,5.0,10.0,0.0,0.0,23.2,34.0,both,6.763095,8.870277,mif_consistent_with_register,
HF00265,Okematu Primary Health Centre,Primary Health Centre,Gwoyota,AGBMITA,Agbzatu North,Agbzatu State,Faith-based,8.207244,8.201994,8.207244,plain,8.201994,plain,ok,,8.207244,8.201994,1.0,6.0,4.0,1.0,0.0,29.6,25.0,both,8.207244,8.201994,mif_consistent_with_register,
HF00038,Kadngole Primary Health Centre,Primary Health Centre,Dutmidu,Riylude-North,Kukrima North,Kukrima State,Public,6.54,9.84,6.54,plain,9.84,plain,ok,,6.539327,9.837906,0.0,5.0,3.0,4.0,0.0,29.3,32.0,both,6.539327,9.837906,mif_consistent_with_register,
HF00331,Wurtiri Health Post,Health Post,Daidushi,Gwodele-South ,Agbzatu North,Agbzatu State,Public,8.230303,7.48549,8.230303,plain,7.48549,plain,ok,,8.230303,7.48549,0.0,2.0,1.0,0.0,0.0,5.4,80.0,both,8.230303,7.48549,mif_consistent_with_register,
HF00778,Zamjimi Health Post,Health Post,Banlama,Nassako-Central,Uzojina North,Uzojina State,Public,8.327864,7.60835,8.327864,plain,7.60835,plain,ok,,8.327864,7.60835,0.0,1.0,2.0,0.0,1.0,8.0,70.0,both,8.327864,7.60835,mif_consistent_with_register,
HF01064,Kadkeba Health Post,Health Post,Banluwa,Okeyoru-South,Supwasa Central,Supwasa State,Public,9.809516,10.930568,9.809516,plain,10.930568,plain,ok,,9.809516,10.930568,0.0,1.0,2.0,1.0,1.0,11.7,81.0,both,9.809516,10.930568,mif_consistent_with_register,
HF00972,Banrale Primary Health Centre,Primary Health Centre,Wurkele,Wuryona,Supwasa North,Supwasa State,Public,9.860753,10.506397,9.860753,plain,10.506397,plain,ok,,9.860753,10.506397,1.0,2.0,1.0,1.0,1.0,20.7,14.0,both,9.860753,10.506397,mif_consistent_with_register,
HF00888,Wurnuna Primary Health Centre,Primary Health Centre,Wurzano,Uzorisa,Uzojina South,Uzojina State,Public,8.64188,9.500256,8.64188,plain,9.500256,plain,ok,,8.64188,9.500256,0.0,0.0,6.0,2.0,0.0,15.2,47.0,both,8.64188,9.500256,mif_consistent_with_register,
HF00270,Yobtija General Hospital,General Hospital,Dainani,Agbmita,Agbzatu North,Agbzatu State,Public,-3.871829,7.849982,-3.871829,plain,7.849982,plain,ok,,8.143003,7.849982,0.0,4.0,12.0,3.0,5.0,44.9,12.0,both,8.143003,7.849982,mif_preferred_register_unreliable,"Register coordinate (-3.871829, 7.849982) is 1323.4 km from the MIF point and not explained by an axis swap. Register value falls outside the boundary extent; MIF point used. FLAGGED FOR MANUAL FIELD VERIFICATION."
HF00758,Tamnuba Health Post,Health Post,Daiyona,TAMLUNI,Uzojina North,Uzojina State,Public,8.272339,7.730002,8.272339,plain,7.730002,plain,ok,,8.272339,7.730002,1.0,1.0,1.0,1.0,0.0,15.3,47.0,both,8.272339,7.730002,mif_consistent_with_register,
HF00958,Enunale Comprehensive Health Centre,Comprehensive Health Centre,Agbshako,Yobmija,Supwasa North,Supwasa State,Public,9.097046,10.324913,9.097046,plain,10.324913,plain,ok,,9.097046,10.324913,0.0,4.0,8.0,2.0,2.0,32.7,9.0,both,9.097046,10.324913,mif_consistent_with_register,
HF01263,Kuknuma Primary Health Centre,Primary Health Centre,Dailutu,Zamjidu,Agbkeko Central,Agbkeko State,Public,9.641493,10.12013,9.641493,plain,10.12013,plain,ok,,9.641493,10.12013,1.0,5.0,6.0,1.0,0.0,30.1,32.0,both,9.641493,10.12013,mif_consistent_with_register,
HF00015,Enumifa Health Post,Health Post,Enunasa,Katmaba,Kukrima North,Kukrima State,Public,5.8,9.14,5.8,plain,9.14,plain,ok,,5.803076,9.138595,0.0,1.0,2.0,1.0,0.0,8.4,68.0,both,5.803076,9.138595,mif_consistent_with_register,
HF01109,Baukemi Health Post,Health Post,Lokngode,Oluyofa,Supwasa South,Supwasa State,Public,9.136627,11.416771,9.136627,plain,11.416771,plain,ok,,9.136627,11.416771,0.0,1.0,0.0,0.0,0.0,2.1,58.0,both,9.136627,11.416771,mif_consistent_with_register,
HF01096,Olukosa Health Post,Health Post,Yelngomi,Baumiru,Supwasa South,Supwasa State,Public,8.972945,11.359946,8.972945,plain,11.359946,plain,ok,,,,,,,,,,,left_only,8.972945,11.359946,register,
HF01217,Josmide Primary Health Centre,Primary Health Centre,Birriwa,Yobrifa-West LGA,Agbkeko Central,Agbkeko State,Public,9.041771,9.476063,9.041771,plain,9.476063,plain,ok,,9.041771,9.476063,0.0,3.0,5.0,1.0,1.0,19.7,46.0,both,9.041771,9.476063,mif_consistent_with_register,
HF00857,Dutrini Health Post,Health Post,Olunumi,Wurkota,Uzojina Central,Uzojina State,Public,9.058125,8.672668,9.058125,plain,8.672668,plain,ok,,,,,,,,,,,left_only,9.058125,8.672668,register,
HF01039,Ngebaja Cottage Hospital,Cottage Hospital,Josmadu,Josmiba,Supwasa Central,Supwasa State,Private,10.533387,10.645043,10.533387,plain,10.645043,plain,ok,,10.533387,10.645043,9.0,13.0,0.0,0.0,0.0,55.0,18.0,both,10.533387,10.645043,mif_consistent_with_register,
HF01210,Gwotidu Comprehensive Health Centre,Comprehensive Health Centre,Sokmiwa,Daibewo,Agbkeko Central,Agbkeko State,Private,9.470118,9.360938,9.470118,plain,9.360938,plain,ok,,9.470118,9.360938,0.0,12.0,22.0,2.0,2.0,59.2,11.0,both,9.470118,9.360938,mif_consistent_with_register,
HF01292,Uzomali Health Post,Health Post,Supdesa,Enumija,Agbkeko South,Agbkeko State,Faith-based,10.576886,10.268479,10.576886,plain,10.268479,plain,ok,,10.576886,10.268479,0.0,2.0,2.0,0.0,0.0,6.7,55.0,both,10.576886,10.268479,mif_consistent_with_register,
HF00452,Uzonudu Primary Health Centre,Primary Health Centre,Okelaja,Daishako,Agbzatu South,Agbzatu State,Public,7.60869,8.8218,7.60869,plain,8.8218,plain,ok,,7.60869,8.8218,0.0,4.0,4.0,0.0,0.0,13.4,45.0,both,7.60869,8.8218,mif_consistent_with_register,
HF00643,Enutsina Health Post,Health Post,Ibayoja,Tamlufa-East,Tivbetu South,Tivbetu State,Public,8.643686,10.631172,8.643686,plain,10.631172,plain,ok,,8.643686,10.631172,0.0,2.0,0.0,0.0,1.0,7.5,70.0,both,8.643686,10.631172,mif_consistent_with_register,
HF00520,Kadmatu General Hospital,General Hospital,Supbena,Agbzawa-South LGA,Tivbetu North,Tivbetu State,Private,8.310584,9.836605,8.310584,plain,9.836605,plain,ok,,8.310584,9.836605,7.0,22.0,13.0,1.0,7.0,85.4,1.0,both,8.310584,9.836605,mif_consistent_with_register,
HF00598,Baumita Primary Health Centre,Primary Health Centre,Katlatu,Agblasa,Tivbetu Central,Tivbetu State,Public,7.280791,10.216623,7.280791,plain,10.216623,plain,ok,,,,,,,,,,,left_only,7.280791,10.216623,register,
HF01192,Kukyole Primary Health Centre,Primary Health Centre,Kuknayi,Yeltili,Agbkeko North,Agbkeko State,Public,10.199928,8.977081,10.199928,plain,8.977081,plain,ok,,10.199928,8.977081,1.0,1.0,2.0,0.0,0.0,12.9,36.0,both,10.199928,8.977081,mif_consistent_with_register,
HF01258,Wurrari Comprehensive Health Centre,Comprehensive Health Centre,Birjili,Daibama LGA,Agbkeko Central,Agbkeko State,Public,9.393802,9.979997,9.393802,plain,9.979997,plain,ok,,9.393802,9.979997,0.0,8.0,13.0,0.0,0.0,33.3,29.0,both,9.393802,9.979997,mif_consistent_with_register,
HF00538,Dailana Comprehensive Health Centre,Comprehensive Health Centre,Yelwana,Uzoberi,Tivbetu North,Tivbetu State,Public,8.666693,10.397508,8.666693,plain,10.397508,plain,ok,,8.666693,10.397508,2.0,7.0,7.0,0.0,0.0,40.0,16.0,both,8.666693,10.397508,mif_consistent_with_register,
HF00100,Okewama Health Post,Health Post,Gwosani,Yelkefa,Kukrima Central,Kukrima State,Public,7.586489,9.539469,7.586489,plain,9.539469,plain,ok,,7.586489,9.539469,0.0,2.0,1.0,0.0,0.0,5.4,65.0,both,7.586489,9.539469,mif_consistent_with_register,
HF00113,Tamnuni Health Post,Health Post,Banmashi,Lokbaru,Kukrima Central,Kukrima State,Public,"6°58'01.8""E","10°02'07.3""N",6.9671666666666665,dms,10.035361111111111,dms,ok,,6.96717,10.03537,0.0,1.0,1.0,0.0,0.0,3.4,68.0,both,6.96717,10.03537,mif_consistent_with_register,
HF00005,Yelluko Cottage Hospital,Cottage Hospital,Olumadu,Maltsimi,Kukrima North,Kukrima State,Public,6.219923,9.464022,6.219923,plain,9.464022,plain,ok,,,,,,,,,,,left_only,6.219923,9.464022,register,
HF00042,Yobtiko Primary Health Centre,Primary Health Centre,Ibarija,Riylude-North LGA,Kukrima North,Kukrima State,Public,6.549921,9.746958,6.549921,plain,9.746958,plain,ok,,6.549921,9.746958,0.0,2.0,2.0,2.0,1.0,17.6,48.0,both,6.549921,9.746958,mif_consistent_with_register,
HF00052,Adetija Primary Health Centre,Primary Health Centre,Wurjimi,Irolufa LGA,Kukrima North,Kukrima State,Public,6.104447,9.650465,6.104447,plain,9.650465,plain,ok,,6.104447,9.650465,3.0,8.0,4.0,1.0,1.0,53.5,12.0,both,6.104447,9.650465,mif_consistent_with_register,
HF00363,Nasrimi Primary Health Centre,Primary Health Centre,Tivlana,Lokmata,Agbzatu Central,Agbzatu State,Public,6.327128,8.744952,6.327128,plain,8.744952,plain,ok,,6.327128,8.744952,2.0,3.0,6.0,1.0,1.0,37.4,12.0,both,6.327128,8.744952,mif_consistent_with_register,
HF00896,Malluli Comprehensive Health Centre,Comprehensive Health Centre,Lokyofa,LOKSAYI,Uzojina South,Uzojina State,Public,8.390438,8.815405,8.390438,plain,8.815405,plain,ok,,8.390438,8.815405,3.0,0.0,18.0,3.0,0.0,55.9,5.0,both,8.390438,8.815405,mif_consistent_with_register,
HF00004,Oluyoja Health Post,Health Post,Katzano,Maltsimi,Kukrima North,Kukrima State,Public,6.201218,9.424269,6.201218,plain,9.424269,plain,ok,,6.201218,9.424269,0.0,2.0,2.0,0.0,0.0,6.7,72.0,both,6.201218,9.424269,mif_consistent_with_register,
HF00153,Nasshami Primary Health Centre,Primary Health Centre,Hanluta,Wurmashi,Kukrima Central,Kukrima State,Public,7.39,10.09,7.39,plain,10.09,plain,ok,,7.386554,10.091184,1.0,4.0,0.0,0.0,2.0,23.2,29.0,both,7.386554,10.091184,mif_consistent_with_register,
HF01170,Kukdesa Primary Health Centre,Primary Health Centre,Shangodu,Ngenuta-Central,Agbkeko North,Agbkeko State,Public,10.296369,8.727731,10.296369,plain,8.727731,plain,ok,,10.296369,8.727731,1.0,1.0,3.0,1.0,1.0,21.2,20.0,both,10.296369,8.727731,mif_consistent_with_register,
HF00147,Katkoli Primary Health Centre,Primary Health Centre,Banrija,Wurmashi,Kukrima Central,Kukrima State,Public,7.076038,10.222401,7.076038,plain,10.222401,plain,ok,,7.076038,10.222401,2.0,1.0,3.0,1.0,2.0,32.8,15.0,both,7.076038,10.222401,mif_consistent_with_register,
HF00091,Ekemiwa Primary Health Centre,Primary Health Centre,Ekerini,Yelkefa ,Kukrima Central,Kukrima State,Public,7.33846,9.544489,7.33846,plain,9.544489,plain,ok,,,,,,,,,,,left_only,7.33846,9.544489,register,
HF01156,Oluzama Health Post,Health Post,Tivdewo,Jostile ,Agbkeko North,Agbkeko State,Public,9.846378,9.486986,9.846378,plain,9.486986,plain,ok,,9.846378,9.486986,0.0,1.0,0.0,0.0,0.0,2.1,53.0,both,9.846378,9.486986,mif_consistent_with_register,
HF00195,Okeriru Cottage Hospital,Cottage Hospital,Zamkono,Umumitu,Kukrima South,Kukrima State,Private,"6°38'34.7""E","10°54'45.0""N",6.642972222222221,dms,10.9125,dms,ok,,6.642976,10.912504,10.0,25.0,29.0,4.0,4.0,100.0,1.0,both,6.642976,10.912504,mif_consistent_with_register,
HF01235,Daingowo General Hospital,General Hospital,Gwobeno,Hanjile,Agbkeko Central,Agbkeko State,Public,9.664444,9.539778,9.664444,plain,9.539778,plain,ok,,9.664444,9.539778,0.0,0.0,0.0,7.0,7.0,25.0,39.0,both,9.664444,9.539778,mif_consistent_with_register,
HF01149,Sokyole Primary Health Centre,Primary Health Centre,Riynawa,Lokshasa,Agbkeko North,Agbkeko State,Public,10.454715,9.335704,10.454715,plain,9.335704,plain,ok,,10.454715,9.335704,0.0,1.0,0.0,0.0,0.0,2.1,53.0,both,10.454715,9.335704,mif_consistent_with_register,
HF00862,Dairata Primary Health Centre,Primary Health Centre,Ekebawa,Wurkota,Uzojina Central,Uzojina State,Public,9.257766,8.798446,9.257766,plain,8.798446,plain,ok,,9.257766,8.798446,1.0,4.0,2.0,0.0,0.0,19.1,34.0,both,9.257766,8.798446,mif_consistent_with_register,
HF00536,Enumiri Comprehensive Health Centre,Comprehensive Health Centre,Duttsita,Uzoberi,Tivbetu North,Tivbetu State,Private,8.732364,10.241774,8.732364,plain,10.241774,plain,ok,,,,,,,,,,,left_only,8.732364,10.241774,register,
HF00105,Yelzade Health Post,Health Post,Banluma,Yelkefa,Kukrima Central,Kukrima State,Public,7.560141,9.684515,7.560141,plain,9.684515,plain,ok,,7.560141,9.684515,0.0,1.0,1.0,0.0,0.0,3.4,68.0,both,7.560141,9.684515,mif_consistent_with_register,
HF00550,Hankeko Comprehensive Health Centre,Comprehensive Health Centre,Ekebemi,Malbawo-Central,Tivbetu North,Tivbetu State,Public,7.718681,9.53098,7.718681,plain,9.53098,plain,ok,,7.718681,9.53098,3.0,2.0,6.0,0.0,4.0,46.5,11.0,both,7.718681,9.53098,mif_consistent_with_register,
HF00600,Supnale Primary Health Centre,Primary Health Centre,Daikema,Agblasa,Tivbetu Central,Tivbetu State,Private,7.550657,10.253187,7.550657,plain,10.253187,plain,ok,,7.550657,10.253187,3.0,2.0,5.0,2.0,0.0,42.7,15.0,both,7.550657,10.253187,mif_consistent_with_register,
HF00566,Bantsimi Primary Health Centre,Primary Health Centre,Oluyoko,Ibajija-South,Tivbetu Central,Tivbetu State,Public,7.119101,10.99749,7.119101,plain,10.99749,plain,ok,,7.119101,10.99749,0.0,9.0,4.0,1.0,0.0,27.6,33.0,both,7.119101,10.99749,mif_consistent_with_register,
HF01259,Ekerami Primary Health Centre,Primary Health Centre,Riytsina,Zamjidu ,Agbkeko Central,Agbkeko State,Public,9.555371,10.111013,9.555371,plain,10.111013,plain,ok,,9.555371,10.111013,0.0,4.0,2.0,2.0,2.0,25.1,38.0,both,9.555371,10.111013,mif_consistent_with_register,
HF00644,Enunudu Health Post,Health Post,Ibayoja,Tamlufa-East,Tivbetu South,Tivbetu State,Public,8.719519,10.689064,8.719519,plain,10.689064,plain,ok,,8.719519,10.689064,0.0,2.0,2.0,1.0,0.0,10.5,65.0,both,8.719519,10.689064,mif_consistent_with_register,
HF00649,Enuride Primary Health Centre,Primary Health Centre,Katduba,Tamlufa-East,Tivbetu South,Tivbetu State,Private,8.787756,10.695032,8.787756,plain,10.695032,plain,ok,,8.787756,10.695032,0.0,6.0,8.0,3.0,0.0,34.0,27.0,both,8.787756,10.695032,mif_consistent_with_register,
HF00255,Yobtitu Primary Health Centre,Primary Health Centre,Kadbetu,Agbmita,Agbzatu North,Agbzatu State,Public,7.826075,8.349803,7.826075,plain,8.349803,plain,ok,,7.826075,8.349803,1.0,3.0,4.0,1.0,1.0,26.7,33.0,both,7.826075,8.349803,mif_consistent_with_register,
HF00873,Fundefa Primary Health Centre,Primary Health Centre,Kukmiyi,Olubani-South,Uzojina South,Uzojina State,Public,8.109248,8.406026,8.109248,plain,8.406026,plain,ok,,8.109248,8.406026,1.0,4.0,4.0,0.0,0.0,21.7,36.0,both,8.109248,8.406026,mif_consistent_with_register,
HF00746,Yelberu Primary Health Centre,Primary Health Centre,Bausako,NASYOTU,Uzojina North,Uzojina State,Private,8.682355,8.102501,8.682355,plain,8.102501,plain,ok,,8.682355,8.102501,2.0,8.0,4.0,0.0,1.0,41.6,13.0,both,8.682355,8.102501,mif_consistent_with_register,
HF00311,Shashaba Primary Health Centre,Primary Health Centre,Gwonade,Josduri-South,Agbzatu North,Agbzatu State,Faith-based,7.694136,7.57436,7.694136,plain,7.57436,plain,ok,,7.694136,7.57436,1.0,3.0,3.0,1.0,0.0,22.1,37.0,both,7.694136,7.57436,mif_consistent_with_register,
HF00774,Shakoyi Comprehensive Health Centre,Comprehensive Health Centre,Uzosawo,Tamluni,Uzojina North,Uzojina State,Public,8.572348,7.956988,8.572348,plain,7.956988,plain,ok,,8.572348,7.956988,2.0,8.0,7.0,2.0,0.0,49.6,5.0,both,8.572348,7.956988,mif_consistent_with_register,
HF00749,Ekengona Primary Health Centre,Primary Health Centre,Kuknadu,Nasyotu,Uzojina North,Uzojina State,Public,8.850089,7.919349,8.850089,plain,7.919349,plain,ok,,8.850089,7.919349,0.0,8.0,5.0,1.0,1.0,30.1,25.0,both,8.850089,7.919349,mif_consistent_with_register,
HF01206,Ibatiba Comprehensive Health Centre,Comprehensive Health Centre,Sokbedu,Daibewo,Agbkeko Central,Agbkeko State,Public,9.368564,9.181111,9.368564,plain,9.181111,plain,ok,,9.368564,9.181111,0.0,11.0,0.0,6.0,0.0,37.9,24.0,both,9.368564,9.181111,mif_consistent_with_register,
HF00445,Hanketu Primary Health Centre,Primary Health Centre,Malkori,Agbngoru,Agbzatu South,Agbzatu State,Public,7.716927,8.49926,7.716927,plain,8.49926,plain,ok,,7.716927,8.49926,0.0,6.0,3.0,1.0,1.0,23.4,31.0,both,7.716927,8.49926,mif_consistent_with_register,
HF00879,Shawasa Health Post,Health Post,Wurlutu,Olubani-South ,Uzojina South,Uzojina State,Private,8.458121,8.495552,8.458121,plain,8.495552,plain,ok,,8.458121,8.495552,0.0,0.0,3.0,1.0,0.0,7.6,65.0,both,8.458121,8.495552,mif_consistent_with_register,
HF00930,Wuryoni General Hospital,General Hospital,Tivtsisa,Zamberi-North,Uzojina South,Uzojina State,Public,8.523822,8.910009,8.523822,plain,8.910009,plain,ok,,8.523822,8.910009,11.0,11.0,25.0,6.0,5.0,97.9,1.0,both,8.523822,8.910009,mif_consistent_with_register,
HF00978,Shamaja Health Post,Health Post,Sokdeba,Zambani,Supwasa Central,Supwasa State,Public,9.848304,11.03691,9.848304,plain,11.03691,plain,ok,,9.848304,11.03691,1.0,2.0,3.0,0.0,1.0,19.6,65.0,both,9.848304,11.03691,mif_consistent_with_register,
HF00192,Funnani Primary Health Centre,Primary Health Centre,Tivsawo,Umumitu,Kukrima South,Kukrima State,Public,6.552121,10.794518,6.552121,plain,10.794518,plain,ok,,6.552121,10.794518,3.0,8.0,10.0,0.0,0.0,54.1,16.0,both,6.552121,10.794518,mif_consistent_with_register,
HF00499,Baumima Health Post,Health Post,Kukbeja,Agbtsiko,Tivbetu North,Tivbetu State,Public,7.99139,9.912396,7.99139,plain,9.912396,plain,ok,,7.99139,9.912396,0.0,1.0,3.0,0.0,1.0,9.3,68.0,both,7.99139,9.912396,mif_consistent_with_register,
HF00747,Umutimi Health Post,Health Post,Bausako,Nasyotu,Uzojina North,Uzojina State,Public,8.806199,7.998375,8.806199,plain,7.998375,plain,ok,,,,,,,,,,,left_only,8.806199,7.998375,register,
HF01094,Kadrija Health Post,Health Post,Yelngomi,Baumiru,Supwasa South,Supwasa State,Public,8.998953,11.399235,8.998953,plain,11.399235,plain,ok,,8.998953,11.399235,0.0,2.0,3.0,1.0,0.0,11.8,42.0,both,8.998953,11.399235,mif_consistent_with_register,
