ward_code,ward_name,lga_code,total_population,population_under5,population_source,pct_pop_any_facility,pct_pop_scored_facility,pct_pop_adequate_facility,pop_any_facility,pop_scored_facility,pop_adequate_facility,lga_name,sen_district,state_name,adequate_share,unscored_share,access_category
W0359,Bansawa,LGA100,27874,4691,Projected 2026 from 2006 census,0.1384395571162857,0.1384395571162857,0.1252109448845486,3859,3859,3490,Tivsano-North,Tivbetu North,Tivbetu State,0.9044448529936757,0.0,facility_nearby_adequately_staffed
W0242,Birngoko,LGA012,31901,5179,Gridded population estimate 2024,0.4218311322511756,0.4218311322511756,0.1452566309451968,13457,13457,4634,Agbtsiko,Tivbetu North,Tivbetu State,0.34434782034699385,0.0,facility_nearby_mixed_adequacy
W0254,Eketiyi,LGA012,8363,1463,Gridded population estimate 2024,0.4556068084595075,0.4556068084595075,0.0,3810,3810,0,Agbtsiko,Tivbetu North,Tivbetu State,0.0,0.0,facility_nearby_confirmed_inadequate
W0255,Kukbeja,LGA012,20506,3403,Projected 2026 from 2006 census,0.6697462752788506,0.6697462752788506,0.3397602259008335,13734,13734,6967,Agbtsiko,Tivbetu North,Tivbetu State,0.5072969248830439,0.0,facility_nearby_mixed_adequacy
W0263,Zamlama,LGA012,30745,5289,Projected 2026 from 2006 census,0.1805417217729978,0.1805417217729978,0.0,5551,5551,0,Agbtsiko,Tivbetu North,Tivbetu State,0.0,0.0,facility_nearby_confirmed_inadequate
W0294,Yeltiko,LGA012,44690,6712,Gridded population estimate 2024,0.4595688598854173,0.3040575079841647,0.0169597446460296,20538,13588,758,Agbtsiko,Tivbetu North,Tivbetu State,0.03690359840799073,0.3383853117028549,facility_nearby_confirmed_inadequate
W0241,Banluba,LGA021,12363,1821,Projected 2026 from 2006 census,0.7186774260691777,0.7186774260691777,0.0,8885,8885,0,Bauzani,Tivbetu North,Tivbetu State,0.0,0.0,facility_nearby_confirmed_inadequate
W0244,Yobnadu,LGA021,39891,6419,Gridded population estimate 2024,0.3389285056516773,0.3389285056516773,0.1257827615980378,13520,13520,5018,Bauzani,Tivbetu North,Tivbetu State,0.3711188628297524,0.0,facility_nearby_mixed_adequacy
W0272,Bannasa,LGA021,6751,1232,Projected 2026 from 2006 census,0.2226465260862645,0.2226465260862645,0.2172872492692663,1503,1503,1467,Bauzani,Tivbetu North,Tivbetu State,0.975929214296738,0.0,facility_nearby_adequately_staffed
W0287,Banngotu,LGA021,18583,2855,Projected 2026 from 2006 census,0.2640425214174641,0.2640425214174641,0.1949789660579633,4907,4907,3623,Bauzani,Tivbetu North,Tivbetu State,0.7384377524167482,0.0,facility_nearby_mixed_adequacy
W0298,Adetsile,LGA021,26085,4743,Projected 2026 from 2006 census,0.5235021376065877,0.5235021376065877,0.1242179428074578,13656,13656,3240,Bauzani,Tivbetu North,Tivbetu State,0.2372825894758957,0.0,facility_nearby_mixed_adequacy
W0304,Nasbayi,LGA013,12467,2031,Projected 2026 from 2006 census,0.536433230844831,0.536433230844831,0.3477206547073885,6688,6688,4335,Agbzawa-South,Tivbetu North,Tivbetu State,0.6482086394233291,0.0,facility_nearby_mixed_adequacy
W0317,Lokkoko,LGA013,12865,2197,Projected 2026 from 2006 census,0.0727242738352812,0.0727242738352812,0.0555926518887564,936,936,715,Agbzawa-South,Tivbetu North,Tivbetu State,0.764430484581702,0.0,facility_nearby_mixed_adequacy
W0326,Supbena,LGA013,64897,9417,Projected 2026 from 2006 census,0.4624130412347033,0.4624130412347033,0.2429009285096721,30009,30009,15764,Agbzawa-South,Tivbetu North,Tivbetu State,0.5252899612456752,0.0,facility_nearby_mixed_adequacy
W0332,Ibarima,LGA013,5481,873,Gridded population estimate 2024,0.4962950646630469,0.4962950646630469,0.4038957622957506,2720,2720,2214,Agbzawa-South,Tivbetu North,Tivbetu State,0.8138218391713614,0.0,facility_nearby_adequately_staffed
W0340,Ekengomi,LGA013,17469,2663,Projected 2026 from 2006 census,0.1063495477382983,0.1063495477382983,0.0776635197401842,1858,1858,1357,Agbzawa-South,Tivbetu North,Tivbetu State,0.7302665727483506,0.0,facility_nearby_mixed_adequacy
W0348,Kukmatu,LGA045,24631,4308,Projected 2026 from 2006 census,0.4691982861281732,0.3521029105828575,0.3481988279378398,11557,8673,8576,Hansaba,Tivbetu North,Tivbetu State,0.7421144497589247,0.24956479809759624,facility_nearby_mixed_adequacy
W0366,Ngebana,LGA045,9780,1757,Projected 2026 from 2006 census,0.5050961351332153,0.4691921171410985,0.4681430240591958,4940,4589,4578,Hansaba,Tivbetu North,Tivbetu State,0.9268394499509022,0.07108353340032462,facility_nearby_adequately_staffed
W0379,Birnuta,LGA045,22064,3415,Projected 2026 from 2006 census,0.0,0.0,0.0,0,0,0,Hansaba,Tivbetu North,Tivbetu State,,,no_facility_nearby
W0385,Duttiri,LGA045,41492,7184,Projected 2026 from 2006 census,0.4569137209623479,0.4569137209623479,0.1708353001412087,18958,18958,7088,Hansaba,Tivbetu North,Tivbetu State,0.373889625773104,0.0,facility_nearby_mixed_adequacy
W0386,Birngowa,LGA045,14935,2697,Projected 2026 from 2006 census,0.066512153207492,0.066512153207492,0.0280978687199352,993,993,420,Hansaba,Tivbetu North,Tivbetu State,0.4224471373266296,0.0,facility_nearby_mixed_adequacy
W0362,Ekebewa,LGA103,15624,2710,Projected 2026 from 2006 census,0.2490804214194492,0.2382510550285273,0.0562906221685575,3892,3722,879,Uzoberi,Tivbetu North,Tivbetu State,0.22599376477593394,0.043477389066583154,facility_nearby_mixed_adequacy
W0374,Duttsita,LGA103,15589,2528,Projected 2026 from 2006 census,0.3904136329826366,0.1469828331427864,0.1425205307473783,6086,2291,2222,Uzoberi,Tivbetu North,Tivbetu State,0.3650500871564514,0.6235202341171232,facility_nearby_mixed_adequacy
W0376,Yelwana,LGA103,15857,2299,Projected 2026 from 2006 census,0.4013099440898957,0.4013099440898957,0.0329354341571383,6364,6364,522,Uzoberi,Tivbetu North,Tivbetu State,0.08206981820953976,0.0,facility_nearby_confirmed_inadequate
W0401,Supmita,LGA103,15361,2531,Projected 2026 from 2006 census,0.2373981431421373,0.2293025393172113,0.2111760943166852,3647,3522,3244,Uzoberi,Tivbetu North,Tivbetu State,0.8895440019943535,0.034101378038491725,facility_nearby_adequately_staffed
W0407,Yelnuba,LGA103,22891,3582,Projected 2026 from 2006 census,0.5009949226683891,0.5009949226683891,0.3176201924595256,11468,11468,7271,Uzoberi,Tivbetu North,Tivbetu State,0.6339788650308537,0.0,facility_nearby_mixed_adequacy
W0408,Okedesa,LGA103,9769,1615,Projected 2026 from 2006 census,0.2658023307551423,0.1668534134705513,0.1249560522272342,2597,1630,1221,Uzoberi,Tivbetu North,Tivbetu State,0.4701089410022668,0.3722650475015698,facility_nearby_mixed_adequacy
W0260,Banmiru,LGA014,23563,4238,Projected 2026 from 2006 census,0.1598431411048833,0.1598431411048833,0.0335770249005173,3766,3766,791,Bandede-North,Tivbetu North,Tivbetu State,0.21006234404818952,0.0,facility_nearby_mixed_adequacy
W0274,Joskodu,LGA014,18151,2747,Gridded population estimate 2024,0.3151450019113784,0.3151450019113784,0.0183903540679121,5720,5720,334,Bandede-North,Tivbetu North,Tivbetu State,0.05835521412801474,0.0,facility_nearby_confirmed_inadequate
W0289,Tivbata,LGA014,11737,1943,Projected 2026 from 2006 census,0.2663093875585344,0.2663093875585344,0.2346273487447912,3126,3126,2754,Bandede-North,Tivbetu North,Tivbetu State,0.8810329628099214,0.0,facility_nearby_adequately_staffed
W0200,Jostiko,LGA068,5416,870,Projected 2026 from 2006 census,0.4132967538275023,0.4132967538275023,0.2113086075250616,2238,2238,1144,Malbawo-Central,Tivbetu North,Tivbetu State,0.5112757493693151,0.0,facility_nearby_mixed_adequacy
W0218,Ekebemi,LGA068,17471,2847,Gridded population estimate 2024,0.5836513472604504,0.5836513472604504,0.3092663139208248,10197,10197,5403,Malbawo-Central,Tivbetu North,Tivbetu State,0.5298819498532175,0.0,facility_nearby_mixed_adequacy
W0233,Agbderu,LGA068,7974,1468,Projected 2026 from 2006 census,0.2962570127084403,0.2962570127084403,0.0,2362,2362,0,Malbawo-Central,Tivbetu North,Tivbetu State,0.0,0.0,facility_nearby_confirmed_inadequate
W0234,Hanbafa,LGA068,30099,4494,Gridded population estimate 2024,0.5235966474333033,0.5235966474333033,0.2893653881263606,15760,15760,8710,Malbawo-Central,Tivbetu North,Tivbetu State,0.5526494288014334,0.0,facility_nearby_mixed_adequacy
W0195,Sokdushi,LGA089,30349,5243,Gridded population estimate 2024,0.2166907725058518,0.2166907725058518,0.0491491364377014,6576,6576,1492,Soktimi,Tivbetu North,Tivbetu State,0.22681693303933423,0.0,facility_nearby_mixed_adequacy
W0206,Birtima,LGA089,32564,5971,Projected 2026 from 2006 census,0.652030437455288,0.3847489604440184,0.3279935932717877,21233,12529,10681,Soktimi,Tivbetu North,Tivbetu State,0.5030341751404501,0.40992177919546585,facility_nearby_mixed_adequacy
W0227,Kukngowa,LGA089,14415,2543,Gridded population estimate 2024,0.3657389908270507,0.3657389908270507,0.3634351469974227,5272,5272,5239,Soktimi,Tivbetu North,Tivbetu State,0.9937008525549373,0.0,facility_nearby_adequately_staffed
W0235,Olukoko,LGA089,4374,786,Gridded population estimate 2024,0.2595798772766655,0.2595798772766655,0.2291362139091478,1135,1135,1002,Soktimi,Tivbetu North,Tivbetu State,0.882719478540048,0.0,facility_nearby_adequately_staffed
W0120,Ngemima,LGA048,41942,6135,Projected 2026 from 2006 census,0.3096410110435334,0.3096410110435334,0.2013560586982928,12987,12987,8445,Ibajija-South,Tivbetu Central,Tivbetu State,0.6502887263534465,0.0,facility_nearby_mixed_adequacy
W0133,Oluyoko,LGA048,15374,2340,Projected 2026 from 2006 census,0.4342140058252449,0.4342140058252449,0.1782235776232461,6676,6676,2740,Ibajija-South,Tivbetu Central,Tivbetu State,0.41045101086622826,0.0,facility_nearby_mixed_adequacy
W0148,Loksafa,LGA048,8309,1490,Projected 2026 from 2006 census,0.3469941194636503,0.3469941194636503,0.0469330178027279,2883,2883,390,Ibajija-South,Tivbetu Central,Tivbetu State,0.13525594576436162,0.0,facility_nearby_mixed_adequacy
W0159,Dutsaba,LGA048,12352,1824,Projected 2026 from 2006 census,0.2177496613062436,0.2177496613062436,0.2036307720096325,2690,2690,2515,Ibajija-South,Tivbetu Central,Tivbetu State,0.9351599942249542,0.0,facility_nearby_adequately_staffed
W0162,Gwolude,LGA048,56819,9726,Projected 2026 from 2006 census,0.1940848253734214,0.1940848253734214,0.1754798890940904,11028,11028,9971,Ibajija-South,Tivbetu Central,Tivbetu State,0.9041401807506853,0.0,facility_nearby_adequately_staffed
W0172,Yelwari,LGA030,32472,5890,Projected 2026 from 2006 census,0.4383517153445164,0.4383517153445164,0.3873660909946221,14234,14234,12579,Dutwano,Tivbetu Central,Tivbetu State,0.883687863956862,0.0,facility_nearby_adequately_staffed
W0174,Ademano,LGA030,6556,1094,Gridded population estimate 2024,0.0008362548268596,0.0008362548268596,0.0008362548268596,5,5,5,Dutwano,Tivbetu Central,Tivbetu State,1.0,0.0,facility_nearby_adequately_staffed
W0186,Adewadu,LGA030,8052,1257,Gridded population estimate 2024,0.4868874546992552,0.3835151898050756,0.3835151898050757,3920,3088,3088,Dutwano,Tivbetu Central,Tivbetu State,0.7876875571624014,0.21231244283759884,facility_nearby_mixed_adequacy
W0203,Fundeko,LGA030,40619,6982,Projected 2026 from 2006 census,0.3945733875707661,0.3945733875707661,0.3945733875707661,16027,16027,16027,Dutwano,Tivbetu Central,Tivbetu State,1.0,0.0,facility_nearby_adequately_staffed
W0215,Josmita,LGA030,20812,3542,Projected 2026 from 2006 census,0.4299105192951768,0.3335659139968249,0.2511515328503828,8947,6942,5227,Dutwano,Tivbetu Central,Tivbetu State,0.5841949000506824,0.22410385644041816,facility_nearby_mixed_adequacy
W0226,Ngeyomi,LGA030,35645,5691,Projected 2026 from 2006 census,0.0278230017211626,0.0278230017211626,0.0,992,992,0,Dutwano,Tivbetu Central,Tivbetu State,0.0,0.0,facility_nearby_confirmed_inadequate
W0229,Soknari,LGA030,33580,6063,Projected 2026 from 2006 census,0.161804579249505,0.161804579249505,0.161804579249505,5433,5433,5433,Dutwano,Tivbetu Central,Tivbetu State,1.0,0.0,facility_nearby_adequately_staffed
W0238,Ngemafa,LGA030,10716,1857,Projected 2026 from 2006 census,0.1187410964963497,0.1171958931101857,0.0,1272,1256,0,Dutwano,Tivbetu Central,Tivbetu State,0.0,0.013013214731527266,facility_nearby_confirmed_inadequate
W0230,Wurjino,LGA054,21536,3377,Gridded population estimate 2024,0.4160963255443998,0.4160963255443998,0.0282941992047135,8961,8961,609,Irongori,Tivbetu Central,Tivbetu State,0.06799915660801564,0.0,facility_nearby_confirmed_inadequate
W0231,Funmidu,LGA054,53205,8132,Gridded population estimate 2024,0.5073507758446777,0.5073507758446777,0.3578871175118666,26994,26994,19041,Irongori,Tivbetu Central,Tivbetu State,0.7054037059784285,0.0,facility_nearby_mixed_adequacy
W0232,Tivzana,LGA054,15635,2575,Gridded population estimate 2024,0.5291617535457097,0.5291617535457097,0.3393051936193225,8273,8273,5305,Irongori,Tivbetu Central,Tivbetu State,0.6412126185344438,0.0,facility_nearby_mixed_adequacy
W0237,Soksani,LGA054,37864,5643,Projected 2026 from 2006 census,0.6085544873271981,0.6085544873271981,0.17227202180737,23042,23042,6523,Irongori,Tivbetu Central,Tivbetu State,0.2830839725855895,0.0,facility_nearby_mixed_adequacy
W0251,Yelzafa,LGA054,64890,9790,Gridded population estimate 2024,0.5182797104786764,0.5182797104786764,0.2420590659217818,33631,33631,15707,Irongori,Tivbetu Central,Tivbetu State,0.467043299260585,0.0,facility_nearby_mixed_adequacy
W0262,Banshako,LGA054,21735,3996,Projected 2026 from 2006 census,0.5785788998691169,0.5785788998691169,0.0,12575,12575,0,Irongori,Tivbetu Central,Tivbetu State,0.0,0.0,facility_nearby_confirmed_inadequate
W0146,Riyjiwo,LGA080,43412,7310,Projected 2026 from 2006 census,0.4748570535578042,0.4748570535578042,0.192222144427647,20614,20614,8345,Okerano-Central,Tivbetu Central,Tivbetu State,0.40480001926358217,0.0,facility_nearby_mixed_adequacy
W0153,Eketsishi,LGA080,37573,6676,Projected 2026 from 2006 census,0.0,0.0,0.0,0,0,0,Okerano-Central,Tivbetu Central,Tivbetu State,,,no_facility_nearby
W0173,Enuzale,LGA080,24688,3756,Projected 2026 from 2006 census,0.0418892480953471,0.0418892480953471,0.0061635077898053,1034,1034,152,Okerano-Central,Tivbetu Central,Tivbetu State,0.14713818151560276,0.0,facility_nearby_mixed_adequacy
W0182,Ekesana,LGA080,3372,592,Gridded population estimate 2024,0.1970859344394756,0.1970859344394756,0.1970859344394756,665,665,665,Okerano-Central,Tivbetu Central,Tivbetu State,1.0,0.0,facility_nearby_adequately_staffed
W0144,Hanlashi,LGA007,38731,6298,Projected 2026 from 2006 census,0.1559181967915772,0.1559181967915772,0.028633639809472,6039,6039,1109,Agblasa,Tivbetu Central,Tivbetu State,0.183645272961615,0.0,facility_nearby_mixed_adequacy
W0160,Katlatu,LGA007,37198,6854,Gridded population estimate 2024,0.2002399170513818,0.108109405472393,0.0,7449,4021,0,Agblasa,Tivbetu Central,Tivbetu State,0.0,0.46010062796494267,facility_nearby_confirmed_inadequate
W0183,Daikema,LGA007,22175,3692,Projected 2026 from 2006 census,0.3089178094558636,0.3089178094558636,0.112615304184995,6850,6850,2497,Agblasa,Tivbetu Central,Tivbetu State,0.36454778823972217,0.0,facility_nearby_mixed_adequacy
W0192,Duttsija,LGA007,26154,4454,Gridded population estimate 2024,0.380659663825327,0.380659663825327,0.2154439434322863,9956,9956,5635,Agblasa,Tivbetu Central,Tivbetu State,0.5659752369537816,0.0,facility_nearby_mixed_adequacy
W0168,Shatsiru,LGA053,30322,5296,Projected 2026 from 2006 census,0.5055648100977775,0.5055648100977775,0.291277098244464,15330,15330,8832,Ironama,Tivbetu Central,Tivbetu State,0.5761419553471894,0.0,facility_nearby_mixed_adequacy
W0190,Katduna,LGA053,19158,3251,Projected 2026 from 2006 census,0.1725632796899149,0.1725632796899149,0.1725632796899149,3306,3306,3306,Ironama,Tivbetu Central,Tivbetu State,1.0,0.0,facility_nearby_adequately_staffed
W0199,Ekekena,LGA053,58641,9530,Projected 2026 from 2006 census,0.7474127501292818,0.549371015682168,0.2372878567912208,43829,32216,13915,Ironama,Tivbetu Central,Tivbetu State,0.31747900574371596,0.2649697030360508,facility_nearby_mixed_adequacy
W0204,Josnata,LGA053,17791,2921,Projected 2026 from 2006 census,0.2575622846276484,0.2575622846276484,0.1756265478090392,4582,4582,3125,Ironama,Tivbetu Central,Tivbetu State,0.6818799113501353,0.0,facility_nearby_mixed_adequacy
W0210,Riyshawa,LGA053,19364,2855,Projected 2026 from 2006 census,0.5490458007270552,0.5490458007270552,0.1898949590484479,10632,10632,3677,Ironama,Tivbetu Central,Tivbetu State,0.34586360335874705,0.0,facility_nearby_mixed_adequacy
W0220,Shabani,LGA053,17795,2597,Projected 2026 from 2006 census,0.5852864802933069,0.5852864802933069,0.2587568867281757,10415,10415,4605,Ironama,Tivbetu Central,Tivbetu State,0.4421029622937879,0.0,facility_nearby_mixed_adequacy
W0211,Daideno,LGA096,15540,2504,Projected 2026 from 2006 census,0.4571237847840256,0.4571237847840256,0.2078291988303737,7104,7104,3230,Tivbani,Tivbetu Central,Tivbetu State,0.4546453406019235,0.0,facility_nearby_mixed_adequacy
W0217,Enurawo,LGA096,28796,4281,Projected 2026 from 2006 census,0.1980255649539491,0.1980255649539491,0.0,5702,5702,0,Tivbani,Tivbetu Central,Tivbetu State,0.0,0.0,facility_nearby_confirmed_inadequate
W0219,Iroshaba,LGA096,10791,1931,Projected 2026 from 2006 census,0.052631963533786,0.052631963533786,0.0,568,568,0,Tivbani,Tivbetu Central,Tivbetu State,0.0,0.0,facility_nearby_confirmed_inadequate
W0091,Yobzade,LGA024,37811,6364,Gridded population estimate 2024,0.2400014175674458,0.2400014175674458,0.2400014175674458,9075,9075,9075,Daidefa,Tivbetu Central,Tivbetu State,1.0,0.0,facility_nearby_adequately_staffed
W0106,Supsani,LGA024,33198,5916,Projected 2026 from 2006 census,0.7474383794996691,0.7073657907233006,0.283627600556827,24813,23483,9416,Daidefa,Tivbetu Central,Tivbetu State,0.37946619860045944,0.05361323404772551,facility_nearby_mixed_adequacy
W0118,Hanradu,LGA024,31076,5386,Projected 2026 from 2006 census,0.4872295447983391,0.4872295447983391,0.2783028341888853,15141,15141,8649,Daidefa,Tivbetu Central,Tivbetu State,0.5711944958183374,0.0,facility_nearby_mixed_adequacy
W0132,Ibangoja,LGA024,5079,776,Gridded population estimate 2024,0.0,0.0,0.0,0,0,0,Daidefa,Tivbetu Central,Tivbetu State,,,no_facility_nearby
W0145,Gwokemi,LGA024,30630,5641,Gridded population estimate 2024,0.2619386328541552,0.2619386328541551,0.0,8023,8023,0,Daidefa,Tivbetu Central,Tivbetu State,0.0,4.238485222770929e-16,facility_nearby_confirmed_inadequate
W0321,Katriwa,LGA057,25144,4134,Projected 2026 from 2006 census,0.4924379855718105,0.4924379855718105,0.4202165675646803,12382,12382,10566,Joskeru,Tivbetu South,Tivbetu State,0.8533390596924241,0.0,facility_nearby_adequately_staffed
W0322,Hanluri,LGA057,46058,7796,Projected 2026 from 2006 census,0.4648220607895822,0.3679779443104117,0.0705571290194646,21409,16948,3250,Joskeru,Tivbetu South,Tivbetu State,0.15179384752008304,0.2083466441215456,facility_nearby_mixed_adequacy
W0336,Birmishi,LGA057,27622,4470,Gridded population estimate 2024,0.2748933453548792,0.2748933453548792,0.2748933453548792,7593,7593,7593,Joskeru,Tivbetu South,Tivbetu State,1.0,0.0,facility_nearby_adequately_staffed
W0344,Wurzafa,LGA057,28466,4595,Projected 2026 from 2006 census,0.3470457883367713,0.3470457883367713,0.0937478071986214,9879,9879,2669,Joskeru,Tivbetu South,Tivbetu State,0.2701309462590252,0.0,facility_nearby_mixed_adequacy
W0337,Okeluwo,LGA093,60422,9242,Gridded population estimate 2024,0.4002063852520399,0.4001563397863248,0.0,24181,24178,0,Tamlufa-East,Tivbetu South,Tivbetu State,0.0,0.00012504914354017317,facility_nearby_confirmed_inadequate
W0346,Yobnuma,LGA093,5421,799,Gridded population estimate 2024,0.193879954889613,0.1047925227408808,0.071616624406302,1051,568,388,Tamlufa-East,Tivbetu South,Tivbetu State,0.36938643010865907,0.45949790012822517,facility_nearby_mixed_adequacy
W0365,Ibayoja,LGA093,22597,3754,Projected 2026 from 2006 census,0.763745228710484,0.622859940417815,0.2267196727684597,17258,14075,5123,Tamlufa-East,Tivbetu South,Tivbetu State,0.29685248986924045,0.18446634164974268,facility_nearby_mixed_adequacy
W0388,Hanraru,LGA093,36907,5874,Gridded population estimate 2024,0.4943304743589318,0.4943304743589318,0.2915727197633342,18244,18244,10761,Tamlufa-East,Tivbetu South,Tivbetu State,0.5898335928843104,0.0,facility_nearby_mixed_adequacy
W0399,Katduba,LGA093,17739,2807,Projected 2026 from 2006 census,0.367454839766848,0.367454839766848,0.2729459631839737,6518,6518,4842,Tamlufa-East,Tivbetu South,Tivbetu State,0.7428013830411359,0.0,facility_nearby_mixed_adequacy
W0268,Ekemiwa,LGA049,19759,3300,Gridded population estimate 2024,0.3488914189068956,0.3488914189068956,0.2857350499342742,6894,6894,5646,Ibamide,Tivbetu South,Tivbetu State,0.8189798729630687,0.0,facility_nearby_adequately_staffed
W0291,Katnule,LGA049,18324,2845,Projected 2026 from 2006 census,0.3864808921840701,0.2855483657990003,0.0319307423911649,7082,5232,585,Ibamide,Tivbetu South,Tivbetu State,0.08261920068213145,0.26115786944778235,facility_nearby_confirmed_inadequate
W0292,Funrashi,LGA049,34336,5582,Projected 2026 from 2006 census,0.1940197605222348,0.0788490183485298,0.0788490183485298,6662,2707,2707,Ibamide,Tivbetu South,Tivbetu State,0.40639684399308207,0.5936031560069179,facility_nearby_mixed_adequacy
W0300,Tivtimi,LGA049,28943,4887,Projected 2026 from 2006 census,0.3483600432807538,0.2444438696876937,0.2411198444249523,10083,7075,6979,Ibamide,Tivbetu South,Tivbetu State,0.6921570055915586,0.2983010698196261,facility_nearby_mixed_adequacy
W0312,Banrani,LGA049,9841,1715,Gridded population estimate 2024,0.4680892788159487,0.4649778699927684,0.135394826292391,4606,4576,1332,Ibamide,Tivbetu South,Tivbetu State,0.2892500051162843,0.006647041417079071,facility_nearby_mixed_adequacy
W0349,Tivshana,LGA042,9478,1571,Projected 2026 from 2006 census,0.6483655223635969,0.6483655223635969,0.378851559173736,6145,6145,3591,Hanjiko,Tivbetu South,Tivbetu State,0.5843178671695004,0.0,facility_nearby_mixed_adequacy
W0357,Tivdeli,LGA042,5469,800,Gridded population estimate 2024,0.8026712442989498,0.5887949380499521,0.4711561046494182,4390,3220,2577,Hanjiko,Tivbetu South,Tivbetu State,0.586985154876109,0.26645567256591646,facility_nearby_mixed_adequacy
W0361,Sokyowa,LGA042,23511,3518,Projected 2026 from 2006 census,0.5143354422474182,0.4665670930272448,0.253722179583966,12093,10969,5965,Hanjiko,Tivbetu South,Tivbetu State,0.4933009836446665,0.09287392097936491,facility_nearby_mixed_adequacy
W0364,Katbeno,LGA042,9987,1613,Projected 2026 from 2006 census,0.4090414906042345,0.3709733505988188,0.0946924774399631,4085,3705,946,Hanjiko,Tivbetu South,Tivbetu State,0.2314984655959564,0.09306669587278686,facility_nearby_mixed_adequacy
W0375,Zamwari,LGA042,24345,4005,Projected 2026 from 2006 census,0.4272552863008582,0.4272552863008582,0.2930427966317153,10402,10402,7134,Hanjiko,Tivbetu South,Tivbetu State,0.6858728400269922,0.0,facility_nearby_mixed_adequacy
W0384,Daimako,LGA042,8679,1375,Projected 2026 from 2006 census,0.3290639342261995,0.0618619176635931,0.0,2856,537,0,Hanjiko,Tivbetu South,Tivbetu State,0.0,0.8120063877280789,facility_nearby_assessment_gap
W0387,Baunata,LGA042,25729,4186,Projected 2026 from 2006 census,0.2569086167961333,0.2552987473629293,0.0190826307236605,6610,6569,491,Hanjiko,Tivbetu South,Tivbetu State,0.07427789290074022,0.006266311551867902,facility_nearby_confirmed_inadequate
W0269,Shayona,LGA084,39946,6008,Projected 2026 from 2006 census,0.3087147169600528,0.3087147169600528,0.1752542794760807,12332,12332,7001,Olujiwa,Tivbetu South,Tivbetu State,0.567690070631645,0.0,facility_nearby_mixed_adequacy
W0270,Ngeduru,LGA084,40580,6791,Projected 2026 from 2006 census,0.4809215381063835,0.4809215381063835,0.2891147484347272,19516,19516,11732,Olujiwa,Tivbetu South,Tivbetu State,0.6011682270939855,0.0,facility_nearby_mixed_adequacy
W0284,Okemishi,LGA084,27389,4357,Projected 2026 from 2006 census,0.317358437781617,0.317358437781617,0.2010892019076441,8692,8692,5508,Olujiwa,Tivbetu South,Tivbetu State,0.6336343325650572,0.0,facility_nearby_mixed_adequacy
W0285,Kukrali,LGA084,28554,4691,Projected 2026 from 2006 census,0.3627171238475871,0.3419473747850586,0.3419473747850586,10357,9764,9764,Olujiwa,Tivbetu South,Tivbetu State,0.9427384380362039,0.05726156196379603,facility_nearby_adequately_staffed
W0301,Agbsama,LGA084,24268,3606,Gridded population estimate 2024,0.367260474970817,0.367260474970817,0.1891169930446903,8913,8913,4589,Olujiwa,Tivbetu South,Tivbetu State,0.5149396843200124,0.0,facility_nearby_mixed_adequacy
W0305,Yobbana,LGA084,7990,1262,Projected 2026 from 2006 census,0.4095489141723326,0.4053896678289392,0.0657439489884963,3272,3239,525,Olujiwa,Tivbetu South,Tivbetu State,0.16052770917818168,0.01015567664682715,facility_nearby_mixed_adequacy
W0228,Yeldule,LGA072,30843,4790,Projected 2026 from 2006 census,0.7161461851939609,0.7161461851939609,0.595247250829675,22088,22088,18359,Nasdudu-North,Tivbetu South,Tivbetu State,0.8311812073235555,0.0,facility_nearby_adequately_staffed
W0250,Soknudu,LGA072,10680,1795,Projected 2026 from 2006 census,0.3107155531995441,0.3107155531995441,0.0129424411907027,3318,3318,138,Nasdudu-North,Tivbetu South,Tivbetu State,0.041653663800958675,0.0,facility_nearby_confirmed_inadequate
W0252,Shawaba,LGA072,16640,3059,Gridded population estimate 2024,0.146518942146475,0.0933407408942457,0.0678545989225238,2438,1553,1129,Nasdudu-North,Tivbetu South,Tivbetu State,0.4631114443529734,0.3629442068935159,facility_nearby_mixed_adequacy
W0276,Ngewama,LGA072,8984,1304,Projected 2026 from 2006 census,0.0476407880755363,0.0277451925362061,0.0,428,249,0,Nasdudu-North,Tivbetu South,Tivbetu State,0.0,0.417616843528805,facility_nearby_confirmed_inadequate
W0277,Okenatu,LGA072,6289,924,Gridded population estimate 2024,0.4833982321569807,0.4833982321569806,0.4833982321569808,3040,3040,3040,Nasdudu-North,Tivbetu South,Tivbetu State,1.0000000000000002,2.296704767974034e-16,facility_nearby_adequately_staffed
W0290,Dutrama,LGA002,16813,3036,Projected 2026 from 2006 census,0.5838796192147283,0.5838796192147283,0.272523215693095,9817,9817,4582,Adekowo,Tivbetu South,Tivbetu State,0.46674555289259295,0.0,facility_nearby_mixed_adequacy
W0350,Ekenushi,LGA002,24459,3750,Gridded population estimate 2024,0.42788838330379,0.42788838330379,0.1970656355257549,10466,10466,4820,Adekowo,Tivbetu South,Tivbetu State,0.46055383416624157,0.0,facility_nearby_mixed_adequacy
W0372,Sokshano,LGA002,18801,2800,Projected 2026 from 2006 census,0.6600007269961647,0.6600007269961647,0.4216131825247526,12409,12409,7927,Adekowo,Tivbetu South,Tivbetu State,0.6388071486581902,0.0,facility_nearby_mixed_adequacy
