ward_code,ward_name,lga_code,total_population,population_under5,population_source,pct_pop_any_facility,pct_pop_scored_facility,pct_pop_adequate_facility,pop_any_facility,pop_scored_facility,pop_adequate_facility
W0554,Agbzali,LGA029,61670,10296,Projected 2026 from 2006 census,0.32403330567673205,0.32403330567673205,0.179556573675493,19983,19983,11073
W0454,Gwoyowo,LGA003,56223,8971,Gridded population estimate 2024,0.6341364829880892,0.6341364829880892,0.06970413300586406,35653,35653,3919
W0474,Tambawa,LGA003,17532,2839,Gridded population estimate 2024,0.2540830779204503,0.2540830779204503,0.2354063402694074,4455,4455,4127
W0481,Uzolaba,LGA003,4200,653,Projected 2026 from 2006 census,0.45101742080931273,0.45101742080931273,0.45101742080931273,1894,1894,1894
W0499,Loktsifa,LGA003,25735,4035,Projected 2026 from 2006 census,0.5565566420552904,0.5565566420552904,0.19746795898997554,14323,14323,5082
W0410,Wurtimi,LGA106,12659,1986,Gridded population estimate 2024,0.49662678933704535,0.49662678933704535,0.37048168557430167,6287,6287,4690
W0424,Olunumi,LGA106,12678,2217,Projected 2026 from 2006 census,0.1763715088733041,0.08942646342300233,0.0,2236,1134,0
W0432,Adebale,LGA106,10125,1694,Projected 2026 from 2006 census,0.21699005014456196,0.20345889890317237,0.0,2197,2060,0
W0436,Shaduni,LGA106,19802,3020,Gridded population estimate 2024,0.13685965870259403,0.13685965870259403,0.0,2710,2710,0
W0449,Sharimi,LGA106,23410,4323,Gridded population estimate 2024,0.35389239200265404,0.35389239200265404,0.1839243802650177,8285,8285,4306
W0451,Ekebawa,LGA106,8701,1569,Projected 2026 from 2006 census,0.19151762235372077,0.19151762235372077,0.0,1666,1666,0
W0391,Kadbana,LGA098,25752,4288,Projected 2026 from 2006 census,0.27538737401758734,0.27538737401758734,0.27538737401758734,7092,7092,7092
W0409,Zamzani,LGA098,11084,1939,Gridded population estimate 2024,0.2772654597655292,0.2772654597655293,0.0,3073,3073,0
W0411,Umuduno,LGA098,30087,4458,Gridded population estimate 2024,0.00028661775547478096,0.00028661775547478096,0.00028661775547478096,9,9,9
W0414,Lokkode,LGA098,67858,10432,Gridded population estimate 2024,0.5222018449941845,0.31596087644042703,0.05667882743233531,35436,21440,3846
W0420,Bantsitu,LGA098,39333,7085,Gridded population estimate 2024,0.33837819642414546,0.33837819642414546,0.3223961647292207,13309,13309,12681
W0430,Daikowa,LGA098,33801,5804,Gridded population estimate 2024,0.2767349759576734,0.2767349759576734,0.2126787685378152,9354,9354,7189
W0297,Agbtiba,LGA083,25472,4095,Projected 2026 from 2006 census,0.2257915575349,0.2257915575349,0.1974936902783623,5751,5751,5031
W0306,Kukmiyi,LGA083,17600,3229,Gridded population estimate 2024,0.3068348463339427,0.3068348463339427,0.2789688145419242,5400,5400,4910
W0316,Tamduri,LGA083,38124,5881,Gridded population estimate 2024,0.6035510756234931,0.6035510756234931,0.27706640498469753,23010,23010,10563
W0319,Wurlutu,LGA083,38852,6166,Gridded population estimate 2024,0.48628892745948565,0.48628892745948565,0.20187196381731673,18893,18893,7843
W0329,Jostsita,LGA083,13014,2007,Projected 2026 from 2006 census,0.3880658196647279,0.3880658196647279,0.2801851021991682,5050,5050,3646
W0327,Suplashi,LGA105,23202,4107,Gridded population estimate 2024,0.20879335090216755,0.20879335090216755,0.16717101469338555,4844,4844,3879
W0345,Olulale,LGA105,52073,9564,Projected 2026 from 2006 census,0.14572119036337244,0.14572119036337244,0.0,7588,7588,0
W0347,Umurifa,LGA105,18956,3222,Gridded population estimate 2024,0.34912607904672377,0.34912607904672377,0.26142801225065077,6618,6618,4956
W0371,Wurzano,LGA105,36608,5745,Projected 2026 from 2006 census,0.29166288334393764,0.29166288334393764,0.0,10677,10677,0
W0377,Kukwana,LGA105,18654,3375,Gridded population estimate 2024,0.22773782570890877,0.22773782570890877,0.17250488190303076,4248,4248,3218
W0278,Nasrari,LGA066,5709,856,Projected 2026 from 2006 census,0.3647176971659495,0.3647176971659495,0.16347192192561164,2082,2082,933
W0286,Riyridu,LGA066,20150,3129,Projected 2026 from 2006 census,0.19656876476753182,0.19656876476753182,0.17418874075596794,3961,3961,3510
W0302,Yeldena,LGA066,31383,5194,Gridded population estimate 2024,0.47624004917207363,0.47624004917207363,0.3646089593215934,14946,14946,11443
W0309,Lokyofa,LGA066,22795,3929,Projected 2026 from 2006 census,0.4562866626140827,0.4562866626140827,0.07359711676806295,10401,10401,1678
W0335,Lokkona,LGA066,27978,4874,Projected 2026 from 2006 census,0.5434337885150162,0.5434337885150162,0.47300818354328733,15204,15204,13234
W0383,Funkotu,LGA046,8410,1531,Projected 2026 from 2006 census,0.3030833211509429,0.3030833211509429,0.3030833211509429,2549,2549,2549
W0395,Supyomi,LGA046,18207,3135,Projected 2026 from 2006 census,0.20502948303508162,0.20502948303508162,0.20502948303508162,3733,3733,3733
W0400,Banzashi,LGA046,6350,1159,Gridded population estimate 2024,0.2657575683733914,0.2657575683733914,0.25332959795293586,1688,1688,1609
W0419,Uzowadu,LGA046,41644,7348,Projected 2026 from 2006 census,0.4382606323364383,0.4382606323364383,0.29048514645746193,18251,18251,12097
W0421,Okeriyi,LGA046,10389,1619,Projected 2026 from 2006 census,0.1631274512936789,0.1631274512936789,0.0,1695,1695,0
W0435,Katlale,LGA046,23654,3543,Projected 2026 from 2006 census,0.3703641847462791,0.3703641847462791,0.0,8761,8761,0
W0288,Daiwaru,LGA011,31115,4774,Gridded population estimate 2024,0.01858116238525755,0.01858116238525755,0.007243017486426347,578,578,225
W0299,Hanwano,LGA011,32330,5418,Gridded population estimate 2024,0.5952829938511414,0.5952829938511414,0.19883948096450096,19245,19245,6428
W0314,Yobnushi,LGA011,36757,6093,Gridded population estimate 2024,0.4206121231733457,0.4206121231733457,0.24961788978719013,15460,15460,9175
W0328,Gwojishi,LGA011,27906,4942,Projected 2026 from 2006 census,0.30981243387887464,0.30981243387887464,0.030092373776075536,8646,8646,840
W0354,Tivsako,LGA016,23840,4066,Gridded population estimate 2024,0.34563538267086324,0.06656267355469236,0.06656267355469236,8240,1587,1587
W0380,Josmako,LGA016,12033,2078,Projected 2026 from 2006 census,0.5807339171943462,0.5807339171943462,0.24247111173265298,6988,6988,2918
W0393,Yobkono,LGA016,29872,5172,Projected 2026 from 2006 census,0.25400204021335726,0.16894552248272407,0.09988487508019703,7588,5047,2984
W0394,Ekengoja,LGA016,13519,2068,Gridded population estimate 2024,0.4047838245527895,0.4047838245527895,0.2780390710308244,5472,5472,3759
W0338,Nastino,LGA116,15608,2729,Gridded population estimate 2024,0.6510153379526087,0.6510153379526087,0.2632324457034916,10161,10161,4109
W0353,Malshana,LGA116,66078,10499,Projected 2026 from 2006 census,0.7689542604799469,0.720405779992379,0.4224127512552313,50811,47603,27912
W0360,Tivtsisa,LGA116,60520,10296,Gridded population estimate 2024,0.42437111505786473,0.42437111505786473,0.29521507914799305,25683,25683,17866
W0367,Nasjidu,LGA116,29290,4270,Gridded population estimate 2024,0.39781019933194217,0.39781019933194217,0.3665266361835146,11652,11652,10736
W0368,Josmatu,LGA116,16569,2532,Gridded population estimate 2024,0.8530050878830763,0.8530050878830763,0.3009121276947216,14133,14133,4986
W0462,Funngoru,LGA001,53829,9389,Gridded population estimate 2024,0.29600828923347533,0.29600828923347533,0.0,15934,15934,0
W0478,Wurshani,LGA001,36194,5689,Projected 2026 from 2006 census,0.48383054778337314,0.48383054778337314,0.14884481779608427,17512,17512,5387
W0486,Agbjisa,LGA001,20259,3433,Projected 2026 from 2006 census,0.4984876367477677,0.4984876367477677,0.26054595826558125,10099,10099,5278
W0487,Tamnuma,LGA001,11546,1816,Gridded population estimate 2024,0.20849595294579945,0.20849595294579945,0.08903976467846415,2407,2407,1028
W0508,Uzotsija,LGA001,52312,7858,Projected 2026 from 2006 census,0.798472687969843,0.798472687969843,0.014528677292944277,41770,41770,760
W0512,Okezari,LGA001,4392,666,Projected 2026 from 2006 census,0.23698258169046554,0.23698258169046554,0.0,1041,1041,0
W0405,Irongoko,LGA074,31968,5288,Projected 2026 from 2006 census,0.0,0.0,0.0,0,0,0
W0413,Birtsiba,LGA074,13492,2156,Projected 2026 from 2006 census,0.5320750093425672,0.5320750093425672,0.24568589052708262,7179,7179,3315
W0422,Adedede,LGA074,20157,3104,Projected 2026 from 2006 census,0.010755192581448539,0.010755192581448539,0.010755192581448539,217,217,217
W0425,Riynuna,LGA074,4633,794,Projected 2026 from 2006 census,0.35530746783604344,0.35530746783604344,0.3553074678360435,1646,1646,1646
W0428,Wurzani,LGA074,5140,935,Projected 2026 from 2006 census,0.14169858338338082,0.14169858338338082,0.0,728,728,0
W0448,Sokngono,LGA074,29321,4854,Projected 2026 from 2006 census,0.20509634486912348,0.20509634486912348,0.0,6014,6014,0
W0455,Daizaba,LGA074,31974,5605,Projected 2026 from 2006 census,0.3735779167248323,0.3735779167248323,0.1496356349395972,11945,11945,4784
W0423,Agbriko,LGA113,37321,5670,Projected 2026 from 2006 census,0.34100254992407203,0.34100254992407203,0.003697435345594283,12727,12727,138
W0426,Agbshako,LGA113,21816,3648,Projected 2026 from 2006 census,0.27057745907639397,0.24093994127891633,0.0,5903,5256,0
W0442,Yobludu,LGA113,28989,4322,Gridded population estimate 2024,0.015839338231361993,0.015839338231361993,0.015839338231361993,459,459,459
W0445,Josrani,LGA113,5035,872,Gridded population estimate 2024,0.06599051783062808,0.06599051783062808,0.0,332,332,0
W0459,Dutzali,LGA113,12519,2043,Projected 2026 from 2006 census,0.25103512461600125,0.25103512461600125,0.24464095014671944,3143,3143,3063
W0463,Baulasa,LGA113,7935,1180,Projected 2026 from 2006 census,0.535516838438896,0.535516838438896,0.0,4249,4249,0
W0485,Kattino,LGA050,14862,2524,Projected 2026 from 2006 census,0.24716717944144448,0.24716717944144448,0.0,3673,3673,0
W0493,Hanwani,LGA050,16309,2376,Gridded population estimate 2024,0.16423477916259227,0.16423477916259227,0.16423477916259227,2679,2679,2679
W0494,Funnari,LGA050,16774,2882,Projected 2026 from 2006 census,0.1408889587397029,0.1408889587397029,0.04215531068086311,2363,2363,707
W0509,Shazama,LGA108,12703,2280,Projected 2026 from 2006 census,0.41956254986194397,0.41956254986194397,0.15710347727418153,5330,5330,1996
W0514,Katraja,LGA108,15368,2468,Gridded population estimate 2024,0.3686605864517539,0.3686605864517539,0.08703089503787008,5666,5666,1337
W0527,Wurkele,LGA108,9432,1545,Projected 2026 from 2006 census,0.6637666204568407,0.6633084893885208,0.0361834014911719,6261,6256,341
W0541,Okenuko,LGA108,25417,4015,Projected 2026 from 2006 census,0.465008595077678,0.417662523671912,0.08392451623389374,11819,10616,2133
W0539,Sokdeba,LGA115,106552,19545,Projected 2026 from 2006 census,0.6036221556160675,0.6036221556160675,0.4140266548907841,64317,64317,44115
W0546,Adesale,LGA115,81668,14732,Gridded population estimate 2024,0.6446171406132073,0.6446171406132073,0.6109380638560744,52645,52645,49894
W0559,Lokrana,LGA115,77390,13252,Projected 2026 from 2006 census,0.3639065597294698,0.3639065597294698,0.33456415016934615,28163,28163,25892
W0560,Shatsiba,LGA115,111681,18185,Gridded population estimate 2024,0.31394610138109436,0.31333807341156983,0.0,35062,34994,0
W0565,Dailaba,LGA115,114547,20174,Projected 2026 from 2006 census,0.6859794679382841,0.6859794679382841,0.32220147604558014,78577,78577,36907
W0578,Irokoni,LGA115,54612,9034,Gridded population estimate 2024,0.5071170918646785,0.5071170918646785,0.33280681459363304,27695,27695,18175
W0582,Kukbeta,LGA020,14994,2264,Gridded population estimate 2024,0.23918317309437723,0.23918317309437723,0.0710926279667512,3586,3586,1066
W0594,Uzomisa,LGA020,136327,22276,Projected 2026 from 2006 census,0.35012386087863734,0.35012386087863734,0.12258272159819028,47731,47731,16711
W0596,Zamkoja,LGA020,20075,3367,Projected 2026 from 2006 census,0.3100169927044436,0.3100169927044436,0.15079049074367798,6224,6224,3027
W0612,Tivsana,LGA020,46849,8493,Gridded population estimate 2024,0.44207415225450897,0.44207415225450897,0.2510943826672692,20711,20711,11764
W0617,Ekekode,LGA020,76328,13712,Gridded population estimate 2024,0.43010687112810964,0.43010687112810964,0.31284762679359324,32829,32829,23879
W0579,Irozari,LGA038,60964,10835,Projected 2026 from 2006 census,0.6378245175705571,0.6378245175705571,0.47522048690669166,38884,38884,28971
W0580,Soktiba,LGA038,41671,6786,Gridded population estimate 2024,0.6835016963516619,0.6835016963516619,0.5845660597814761,28482,28482,24359
W0586,Kukngole,LGA038,134710,24818,Gridded population estimate 2024,0.5710390912928162,0.3815111807091185,0.22374628165409066,76925,51393,30141
W0593,Gwonale,LGA038,25017,4616,Projected 2026 from 2006 census,0.43141222892769154,0.2872892516216041,0.14583007099376083,10793,7187,3648
W0597,Ngetiba,LGA038,110138,16966,Projected 2026 from 2006 census,0.3940065759690025,0.3940065759690025,0.27550515438221973,43395,43395,30344
W0605,Wurbasa,LGA038,65037,11672,Projected 2026 from 2006 census,0.6743847058682175,0.6743847058682175,0.2837160615544352,43860,43860,18452
W0590,Gwonashi,LGA058,78373,14204,Projected 2026 from 2006 census,0.6872116815514044,0.6275627255595585,0.4859198271932575,53859,49184,38083
W0598,Shalule,LGA058,70444,11428,Projected 2026 from 2006 census,0.3841137750697437,0.3841137750697437,0.041741620093825385,27059,27059,2940
W0606,Josmadu,LGA058,68604,11731,Gridded population estimate 2024,0.515971262395135,0.515971262395135,0.10104877411385495,35398,35398,6932
W0609,Daiwana,LGA058,72270,13328,Gridded population estimate 2024,0.17529187935394375,0.17529187935394375,0.0016015548236372997,12668,12668,116
W0614,Wurngomi,LGA058,45660,8304,Projected 2026 from 2006 census,0.3982135174562033,0.3982135174562033,0.0,18182,18182,0
W0618,Funnuta,LGA058,63541,10296,Projected 2026 from 2006 census,0.49724825751065804,0.49724825751065804,0.41567948412869504,31596,31596,26413
W0547,Hanbeko,LGA060,123248,20697,Gridded population estimate 2024,0.5649677287359005,0.5635022690246169,0.5252208491141548,69631,69451,64732
W0562,Bandema,LGA060,80909,13036,Projected 2026 from 2006 census,0.5872777719683372,0.5872777719683372,0.42554194272408274,47516,47516,34430
W0566,Wurtsiwa,LGA060,219138,36978,Gridded population estimate 2024,0.6986905402504886,0.6986905402504886,0.6220721706252342,153110,153110,136320
W0576,Kadtini,LGA060,115814,17571,Projected 2026 from 2006 census,0.3213476637809239,0.3213476637809239,0.2331098063410782,37217,37217,26997
W0581,Daibefa,LGA060,80085,13145,Projected 2026 from 2006 census,0.4793050434159638,0.4793050434159638,0.30262906428156,38385,38385,24236
W0533,Banluwa,LGA082,73623,12097,Projected 2026 from 2006 census,0.33585047574223575,0.33585047574223575,0.32116707450713594,24726,24726,23645
W0540,Umuyoba,LGA082,220047,33576,Projected 2026 from 2006 census,0.3058440782952393,0.3058440782952393,0.21632937059262894,67300,67300,47603
W0544,Hantsishi,LGA082,56022,8481,Projected 2026 from 2006 census,0.7675049417250662,0.73467096153089,0.5674364383668165,42997,41158,31789
W0555,Baurima,LGA082,136403,22122,Gridded population estimate 2024,0.5585883940080949,0.55784303439919,0.377120545368349,76193,76091,51440
W0343,Uzojiri,LGA032,15430,2514,Projected 2026 from 2006 census,0.5882014046427221,0.35906577958737285,0.28472978486043565,9076,5540,4393
W0473,Tivnuta,LGA032,42259,7641,Projected 2026 from 2006 census,0.8495818760091646,0.6461363022482466,0.49831488616489517,35902,27305,21058
W0477,Funjiyi,LGA032,23272,3790,Projected 2026 from 2006 census,0.4312990576666822,0.34318168029833473,0.2777838048336787,10037,7987,6465
W0495,Shaketa,LGA032,27884,4569,Gridded population estimate 2024,0.3097579705255742,0.3097579705255742,0.0836899009581408,8637,8637,2334
W0496,Baubama,LGA032,19064,2843,Projected 2026 from 2006 census,0.6804912401059776,0.6727233697396516,0.5065485607661744,12973,12825,9657
W0510,Tammawo,LGA032,16593,2846,Gridded population estimate 2024,0.019057571964919306,0.019057571964919306,0.019057571964919306,316,316,316
W0389,Agbwali,LGA018,63754,9846,Gridded population estimate 2024,0.5493042556308504,0.5493042556308504,0.5161384139103209,35020,35020,32906
W0406,Hansasa,LGA018,28696,4775,Projected 2026 from 2006 census,0.36435676434112213,0.28255713410462074,0.14313505665149612,10456,8108,4107
W0412,Yelngomi,LGA018,7116,1197,Projected 2026 from 2006 census,0.38234126857599976,0.3247665999810386,0.28467782465834174,2721,2311,2026
W0437,Katluko,LGA018,10915,1803,Gridded population estimate 2024,0.5345406353590954,0.32546696780013107,0.0,5835,3552,0
W0392,Joslaru,LGA065,36359,6175,Projected 2026 from 2006 census,0.2786023718266542,0.2658503715555667,0.15635830216442695,10130,9666,5685
W0402,Agbdeni,LGA065,23171,4165,Projected 2026 from 2006 census,0.4469326289983164,0.4399705866145857,0.25813700115707205,10356,10195,5981
W0433,Shangoru,LGA065,34915,6230,Gridded population estimate 2024,0.12587045709207628,0.12045595963584589,0.0695061237821684,4395,4206,2427
W0434,Lokngode,LGA085,12011,1811,Projected 2026 from 2006 census,0.45388084302668646,0.41225271016986276,0.2560238123512691,5452,4952,3075
W0447,Agbngode,LGA085,21622,3510,Projected 2026 from 2006 census,0.4739545028084845,0.4739545028084845,0.3662456188038841,10248,10248,7919
W0458,Agbmile,LGA085,26016,4701,Projected 2026 from 2006 census,0.2734782199936805,0.2734782199936805,0.13200912287156752,7115,7115,3434
W0460,Ekenuno,LGA085,36284,6257,Gridded population estimate 2024,0.7025580030864064,0.7025580030864064,0.3640650727416974,25492,25492,13210
W0461,Lokwari,LGA085,25999,4774,Gridded population estimate 2024,0.0436322730343958,0.0436322730343958,0.03228187589793306,1134,1134,839
W0471,Soknutu,LGA085,9182,1625,Gridded population estimate 2024,0.5062571913458264,0.5062571913458264,0.3146590231129881,4648,4648,2889
W0488,Zambaja,LGA097,21075,3478,Projected 2026 from 2006 census,0.0,0.0,0.0,0,0,0
W0498,Naslawa,LGA097,38895,6378,Gridded population estimate 2024,0.46103761928005393,0.46103761928005393,0.25543074207066535,17932,17932,9935
W0513,Okekewa,LGA097,16391,2627,Projected 2026 from 2006 census,0.007290747761774152,0.007290747761774152,0.007290747761774152,120,120,120
W0517,Banshafa,LGA097,17151,2506,Projected 2026 from 2006 census,0.2784367224978638,0.27843672249786366,0.0,4775,4775,0
W0526,Yobdede,LGA097,21999,3533,Gridded population estimate 2024,0.3786300573717655,0.3786300573717655,0.3727780576205437,8329,8329,8201
W0528,Loktifa,LGA097,6608,1108,Projected 2026 from 2006 census,0.35340883477116414,0.35340883477116414,0.2378736559079314,2335,2335,1572
W0529,Supdushi,LGA097,13330,2373,Projected 2026 from 2006 census,0.0970678732871926,0.0970678732871926,0.05919727730631555,1294,1294,789
W0530,Kadzaru,LGA097,27863,4187,Projected 2026 from 2006 census,0.403051399455488,0.40305139945548807,0.21912942551626866,11230,11230,6106
W0507,Zamnuno,LGA088,52332,9100,Projected 2026 from 2006 census,0.5325922593527235,0.5325922593527235,0.036964328826183356,27872,27872,1934
W0519,Ekeriri,LGA088,23060,3814,Projected 2026 from 2006 census,0.44081464267773146,0.44081464267773146,0.0,10165,10165,0
W0531,Umuwako,LGA088,38914,5813,Projected 2026 from 2006 census,0.31736696873627246,0.31736696873627246,0.07610712427191543,12350,12350,2962
W0534,Bauyoyi,LGA088,48359,8057,Projected 2026 from 2006 census,0.43386467174174276,0.43386467174174276,0.2543747142600574,20981,20981,12301
W0587,Okemashi,LGA067,29466,4729,Gridded population estimate 2024,0.0168626924909524,0.0168626924909524,0.0,497,497,0
W0592,Tivrana,LGA067,13446,2101,Projected 2026 from 2006 census,0.2332815799685416,0.2332815799685416,0.22363336407622766,3137,3137,3007
W0595,Zamriru,LGA067,33457,5800,Projected 2026 from 2006 census,0.3714477990315391,0.37118872234988887,0.0,12428,12419,0
W0601,Riynawa,LGA067,29087,5261,Projected 2026 from 2006 census,0.7283022099117249,0.49139536244271487,0.1410163808302141,21184,14293,4102
W0535,Dairami,LGA059,14424,2502,Projected 2026 from 2006 census,0.18095164758234342,0.18095164758234342,0.0,2610,2610,0
W0549,Tivdewo,LGA059,50209,8502,Gridded population estimate 2024,0.6307549156609187,0.6028150092372475,0.2631968038291934,31670,30267,13215
W0552,Riydewa,LGA059,9433,1535,Gridded population estimate 2024,0.5363178415639617,0.5363178415639617,0.0,5059,5059,0
W0556,Josngoni,LGA059,6005,977,Projected 2026 from 2006 census,0.3616085344242585,0.0935748195141156,0.005996603287343624,2171,562,36
W0558,Tamsashi,LGA059,26701,4303,Projected 2026 from 2006 census,0.2935388642671957,0.2935388642671957,0.0,7838,7838,0
W0563,Shatsino,LGA059,25700,4369,Projected 2026 from 2006 census,0.20100661970672398,0.20100661970672398,0.0,5166,5166,0
W0568,Yobkema,LGA059,52632,8470,Projected 2026 from 2006 census,0.4128029666117324,0.4128029666117324,0.0,21727,21727,0
W0570,Hantsiyi,LGA059,7557,1285,Projected 2026 from 2006 census,0.16099816072997702,0.16099816072997702,0.0,1217,1217,0
W0573,Riyjiyi,LGA059,29232,4838,Gridded population estimate 2024,0.13670869215356282,0.1364179603125921,0.0,3996,3988,0
W0569,Lokmiba,LGA078,30658,5152,Gridded population estimate 2024,0.00021132523830183795,0.00021132523830183795,0.0,6,6,0
W0575,Agbmama,LGA078,34375,5281,Projected 2026 from 2006 census,0.49665219272005434,0.49665219272005434,0.0,17072,17072,0
W0584,Shangodu,LGA078,15050,2231,Gridded population estimate 2024,0.27415467623005685,0.13573763274930065,0.0,4126,2043,0
W0589,Tivtsiwo,LGA078,10147,1585,Gridded population estimate 2024,0.30337223122334994,0.2624920941541436,0.21644302877600033,3078,2664,2196
W0480,Malnumi,LGA069,8389,1358,Projected 2026 from 2006 census,0.800568690372597,0.800568690372597,0.39160630274637925,6716,6716,3285
W0501,Hanlasa,LGA069,39720,6117,Projected 2026 from 2006 census,0.7761951379467064,0.7462751817922705,0.01377242988664629,30830,29642,547
W0504,Maljini,LGA069,16052,2895,Gridded population estimate 2024,0.5479348609425858,0.4812949965364956,0.19333513492369714,8795,7726,3103
W0515,Oluwaba,LGA069,41540,6419,Projected 2026 from 2006 census,0.35008635513995967,0.35008635513995967,0.0,14543,14543,0
W0536,Iroyori,LGA110,42824,7385,Gridded population estimate 2024,0.470084198583708,0.470084198583708,0.0,20131,20131,0
W0551,Gwobali,LGA110,15246,2654,Projected 2026 from 2006 census,0.018457666903774407,0.018457666903774407,0.0,281,281,0
W0553,Nasmitu,LGA110,7788,1389,Projected 2026 from 2006 census,0.35468473249500815,0.35468473249500815,0.0,2762,2762,0
W0561,Okedefa,LGA110,12421,1910,Projected 2026 from 2006 census,0.32188690839618056,0.29039129034992306,0.17281789167752465,3998,3607,2147
W0572,Kuknayi,LGA110,61989,10091,Gridded population estimate 2024,0.7817373487430567,0.7817373487430567,0.3743217243271798,48459,48459,23204
W0444,Adeketu,LGA023,53997,9842,Projected 2026 from 2006 census,0.48462974430697814,0.48462974430697814,0.2383564182281327,26169,26169,12871
W0467,Suptini,LGA023,29231,4332,Projected 2026 from 2006 census,0.40951173876714286,0.3060615017001233,0.19979476299289164,11970,8946,5840
W0469,Sokbedu,LGA023,140881,25427,Projected 2026 from 2006 census,0.4218410199610445,0.313584746334913,0.1144506507403501,59429,44178,16124
W0472,Shayoshi,LGA023,56089,9385,Projected 2026 from 2006 census,0.5644651335915821,0.5644651335915821,0.4020073204341939,31660,31660,22548
W0491,Sokmiwa,LGA023,94379,13768,Projected 2026 from 2006 census,0.32249766998779,0.32249766998779,0.035525569254316824,30437,30437,3353
W0390,Ibayoma,LGA114,69599,11796,Gridded population estimate 2024,0.14968918991627256,0.14968918991627256,0.1496686789560852,10418,10418,10417
W0403,Daizayi,LGA114,46380,7872,Gridded population estimate 2024,0.2659221571280309,0.2659221571280309,0.2587056952674846,12333,12333,11999
W0429,Birriwa,LGA114,128118,19638,Projected 2026 from 2006 census,0.7732048663491129,0.7732048663491129,0.460644560719089,99061,99061,59017
W0440,Shaluja,LGA114,42633,7718,Gridded population estimate 2024,0.41150997114647564,0.41065350991195637,0.402971222858322,17544,17507,17180
W0450,Birnuwa,LGA114,188455,28202,Projected 2026 from 2006 census,0.669531035064056,0.6078023426609332,0.3470051270245535,126176,114543,65395
W0466,Sharishi,LGA114,88072,15548,Projected 2026 from 2006 census,0.3798016677606333,0.3798016677606333,0.3699895092548372,33450,33450,32586
W0479,Katyodu,LGA043,25059,4392,Projected 2026 from 2006 census,0.3519668331586823,0.3519668331586823,0.19807526534156694,8820,8820,4964
W0497,Olujisa,LGA043,94135,14585,Projected 2026 from 2006 census,0.292455502824686,0.292455502824686,0.02954394827246842,27530,27530,2781
W0518,Umuwari,LGA043,91696,14631,Projected 2026 from 2006 census,0.5076094534720909,0.5076094534720909,0.29590777648054867,46546,46546,27134
W0532,Gwobeno,LGA043,54469,9658,Projected 2026 from 2006 census,0.47679668776925,0.47679668776925,0.23003264723926942,25971,25971,12530
W0538,Baurino,LGA043,51509,8208,Projected 2026 from 2006 census,0.27678567606392623,0.27678567606392623,0.0,14257,14257,0
W0545,Irowani,LGA043,127396,19076,Gridded population estimate 2024,0.614709789588375,0.5899736160116752,0.0,78312,75160,0
W0441,Yobwani,LGA022,26544,4449,Gridded population estimate 2024,0.3456824487427092,0.34568244874270926,0.3456824487427094,9176,9176,9176
W0446,Shashafa,LGA022,90801,14081,Projected 2026 from 2006 census,0.4136754993709609,0.4136754993709609,0.16777156995993334,37562,37562,15234
W0456,Okebawo,LGA022,65346,10973,Gridded population estimate 2024,0.5007965872136239,0.5007965872136239,0.0,32725,32725,0
W0475,Uzozafa,LGA022,28734,5183,Gridded population estimate 2024,0.33650428141507366,0.33650428141507366,0.19378880621070346,9669,9669,5568
W0483,Birjili,LGA022,84992,12908,Gridded population estimate 2024,0.7920464444752187,0.7920464444752187,0.24402824574979884,67318,67318,20740
W0500,Riytsina,LGA117,156842,28330,Gridded population estimate 2024,0.6636141866628673,0.6636141866628673,0.5153663864407927,104083,104083,80831
W0505,Riywashi,LGA117,39119,5976,Gridded population estimate 2024,0.1700397923423434,0.1700397923423434,0.1497197200672785,6652,6652,5857
W0516,Dailutu,LGA117,21865,3909,Projected 2026 from 2006 census,0.536991354562225,0.536991354562225,0.40372676633762555,11741,11741,8827
W0524,Wurbali,LGA117,68250,11686,Gridded population estimate 2024,0.2877338577581135,0.2877338577581135,0.1897154344482297,19638,19638,12948
W0525,Funzata,LGA117,56220,8588,Gridded population estimate 2024,0.5399084589163177,0.5399084589163177,0.5080433849714948,30354,30354,28562
W0542,Bantsile,LGA073,17779,3209,Projected 2026 from 2006 census,0.6197417872049602,0.6197417872049602,0.2223913637180253,11018,11018,3954
W0543,Ngeriba,LGA073,14309,2466,Projected 2026 from 2006 census,0.5551906299541449,0.5551906299541449,0.4281968114093812,7944,7944,6127
W0548,Uzodushi,LGA073,33925,5842,Projected 2026 from 2006 census,0.6599641825502615,0.6599641825502615,0.37149013486044336,22389,22389,12603
W0557,Adetsita,LGA073,19311,2946,Projected 2026 from 2006 census,0.5980099721823102,0.5980099721823102,0.244703268046548,11548,11548,4725
W0564,Katnawa,LGA073,11116,1909,Projected 2026 from 2006 census,0.16522136845638788,0.16522136845638788,0.0017069368415808315,1837,1837,19
W0577,Daibano,LGA073,37618,5539,Projected 2026 from 2006 census,0.5979730838184187,0.4765881038606164,0.4298885833272623,22495,17928,16172
W0611,Dairiwo,LGA036,9132,1503,Projected 2026 from 2006 census,0.5141957730540406,0.4701942778291304,0.04636476839083599,4696,4294,423
W0613,Supdesa,LGA036,23259,4191,Gridded population estimate 2024,0.20050528493695788,0.20050528493695788,0.14052792235046327,4664,4664,3269
W0616,Ekejini,LGA036,21152,3090,Projected 2026 from 2006 census,0.4493364774637251,0.4493364774637251,0.33108801491379003,9504,9504,7003
